,tconst,primaryTitle,originalTitle,year,runtimeMinutes,genres,averageRating,numVotes
1830,tt6285672,Breaking & Exiting,Breaking & Exiting,2018,78,Comedy,5.6,1332
1831,tt6286662,Family Business,La monnaie de leur pièce,2018,90,Comedy,4.0,107
1832,tt6288124,"Don't Worry, He Won't Get Far on Foot","Don't Worry, He Won't Get Far on Foot",2018,114,"Biography,Comedy,Drama",6.9,16356
1833,tt6288622,Cydamus,Cydamus,2018,35,"Documentary,History",8.5,10
1834,tt6290122,Postcards from the 48%,Postcards from the 48%,2018,110,Documentary,7.5,158
1835,tt6290418,"To Each, Her Own",Les goûts et les couleurs,2018,95,Comedy,5.2,1100
1836,tt6290798,UFO,UFO,2018,88,"Drama,Mystery,Sci-Fi",6.2,7396
1837,tt6292090,My Name Is Thomas,My Name Is Thomas,2018,96,Drama,5.5,317
1838,tt6295112,This Is My Year,This Is My Year,2018,97,Drama,5.5,63
1839,tt6296764,306 Hollywood,306 Hollywood,2018,94,Documentary,6.9,95
1840,tt6297258,Maya,Maya,2018,107,Drama,6.1,296
1841,tt6298104,Blue Jean Blues,Blue Jean Blues,2018,112,Comedy,8.2,18
1842,tt6301452,Matriarch,Matriarch,2018,91,"Horror,Thriller",5.4,2339
1843,tt6301784,Perfect Skin,Perfect Skin,2018,110,"Horror,Thriller",5.2,440
1844,tt6303018,History Lessons,Clases de historia,2018,105,Drama,7.4,14
1845,tt6304994,Dark Patch,Dark Patch,2018,100,"Action,Fantasy,Horror",5.7,49
1846,tt6306064,Adrift,Adrift,2018,96,"Action,Adventure,Biography",6.6,37589
1847,tt6312802,Dry Martina,Dry Martina,2018,95,"Comedy,Drama",6.0,390
1848,tt6315438,The Little Comrade,Seltsimees laps,2018,99,Drama,7.7,810
1849,tt6316856,Lycanimator,Lycanimator,2018,60,Horror,4.5,20
1850,tt6317180,Radium Girls,Radium Girls,2018,102,Drama,7.9,28
1851,tt6317236,"Empathy, Inc.","Empathy, Inc.",2018,97,"Drama,Sci-Fi,Thriller",4.2,152
1852,tt6318712,The Way to Mandalay,Så længe jeg lever,2018,110,"Biography,Drama,Music",6.6,837
1853,tt6318714,Coureur,Coureur,2018,96,"Drama,Sport",6.6,208
1854,tt6318728,Angel,Un ange,2018,105,"Drama,Romance",6.0,225
1855,tt6319346,Identity,Identity,2018,93,"Crime,Drama",6.6,73
1856,tt6319914,"Dig That, Zeebo Newton","Dig That, Zeebo Newton",2018,90,Drama,8.4,15
1857,tt6320482,Octavio Is Dead!,Octavio Is Dead!,2018,88,Drama,4.0,203
1858,tt6324614,Sobibor,Sobibor,2018,110,"Drama,History,War",6.3,2778
1859,tt6324892,Taco Shop,Taco Shop,2018,85,Comedy,4.0,126
1860,tt6326558,Anonymity,Bi Nami,2018,90,"Crime,Drama",6.9,8
1861,tt6326642,The Stone Eater,Il mangiatore di pietre,2018,109,Drama,6.3,26
1862,tt6327284,All Eyes on You,All Eyes on You,2018,89,"Drama,Mystery,Thriller",5.4,22
1863,tt6327784,Dos Veces Tú,Dos Veces Tú,2018,95,"Drama,Fantasy,Mystery",7.8,40
1864,tt6328004,Secret Santa,Secret Santa,2018,89,"Action,Comedy,Horror",5.2,447
1865,tt6332276,What We Left Behind: Looking Back at Deep Space Nine,What We Left Behind: Looking Back at Deep Space Nine,2018,116,Documentary,8.5,715
1866,tt6332628,Cenizas,Cenizas,2018,80,Drama,7.3,38
1867,tt6338506,Welcome to Hell,Welcome to Hell,2018,93,Horror,2.9,130
1868,tt6339468,Ulam: Main Dish,Ulam: Main Dish,2018,90,"Documentary,News",6.8,10
1869,tt6340500,Inuyashiki,Inuyashiki,2018,127,"Drama,Sci-Fi,Thriller",6.7,1232
1870,tt6340558,The Red Goodnight,The Red Goodnight,2018,82,"Crime,Drama,Thriller",7.7,6
1871,tt6340642,Ma fille,Ma fille,2018,80,Drama,5.8,81
1872,tt6340698,The Forest of Wool and Steel,Hitsuji to hagane no mori,2018,134,"Drama,Music",6.5,87
1873,tt6341066,Intrigo: Death of an Author,Intrigo: Death of an Author,2018,106,"Crime,Drama,Mystery",5.8,162
1874,tt6341668,Icebox,Icebox,2018,88,Drama,5.7,537
1875,tt6342034,Dei,Dei,2018,90,Drama,5.3,21
1876,tt6342062,Anne,Anne,2018,80,Horror,6.2,615
1877,tt6342064,Der Bauer zu Nathal,Der Bauer zu Nathal,2018,90,Documentary,8.3,6
1878,tt6342110,Spivak,Spivak,2018,91,Comedy,5.5,463
1879,tt6342440,Funan,Funan,2018,84,Animation,7.0,305
1880,tt6342700,El pomo azul,El pomo azul,2018,79,Drama,5.6,11
1881,tt6343314,Creed II,Creed II,2018,130,"Drama,Sport",7.2,84290
1882,tt6343490,Sunny Juliette,Sunny Juliette,2018,100,"Adventure,Crime",8.1,16
1883,tt6345394,Hemsire,Hemsire,2018,90,Drama,7.4,71
1884,tt6346630,Marcha Cega,Marcha Cega,2018,88,Documentary,8.4,12
1885,tt6346982,Jonaki,Jonaki,2018,90,Drama,7.2,129
1886,tt6349194,"Madness, Farewell","Madness, Farewell",2018,87,"Comedy,Drama",7.2,12
1887,tt6352918,Põrgu Jaan,Põrgu Jaan,2018,105,Drama,6.0,86
1888,tt6353036,Murderous Trance,The Guardian Angel,2018,102,Thriller,5.3,405
1889,tt6354056,Code Name: Dynastud,Code Name: Dynastud,2018,94,Action,3.4,194
1890,tt6360394,Jack of all Trades,Jack of all Trades,2018,85,Documentary,6.2,858
1891,tt6361154,Ghost House: A Haunting,Ghost House: A Haunting,2018,71,Horror,1.7,48
1892,tt6361212,Pharisee,Pharisee,2018,118,Horror,4.4,34
1893,tt6365796,The Grizzlies,The Grizzlies,2018,102,"Biography,Drama",7.7,450
1894,tt6368508,29 to Life,29 to Life,2018,100,"Comedy,Drama",4.9,252
1895,tt6373994,Andy the Talking Hedgehog,Andy the Talking Hedgehog,2018,76,Family,5.2,21
1896,tt6374458,Henri Dauman: Looking Up,Henri Dauman: Looking Up,2018,86,Documentary,8.4,7
1897,tt6381456,Fig Tree,Fig Tree,2018,93,Drama,7.0,68
1898,tt6383452,Wild,Wild,2018,80,Documentary,6.8,99
1899,tt6384386,Fanney Khan,Fanney Khan,2018,130,"Comedy,Drama,Music",4.4,1676
1900,tt6384720,A Taste of Phobia,A Taste of Phobia,2018,90,Horror,3.2,135
1901,tt6384998,Edge of Isolation,Edge of Isolation,2018,89,"Drama,Horror,Thriller",3.3,229
1902,tt6385856,Hey Jude,Hey Jude,2018,146,Drama,6.8,887
1903,tt6386684,Sextape,À genoux les gars,2018,98,Comedy,4.8,196
1904,tt6386748,Birds of Passage,Pájaros de verano,2018,125,"Crime,Drama",7.6,6456
1905,tt6387506,The Violin Player,Viulisti,2018,124,"Drama,Romance",6.1,171
1906,tt6388074,Viper Club,Viper Club,2018,109,Drama,5.5,423
1907,tt6388090,A Host of Sparrows,A Host of Sparrows,2018,81,Thriller,4.9,61
1908,tt6388464,The Father's Shadow,A Sombra do Pai,2018,92,Drama,6.7,78
1909,tt6389802,Mohini,Mohini,2018,142,Horror,3.5,227
1910,tt6390580,Letter from Masanjia,Letter from Masanjia,2018,75,Documentary,8.1,169
1911,tt6392172,Syrian Metal Is War,Syrian Metal Is War,2018,87,Documentary,7.8,17
1912,tt6394430,For Good Old Times,Za ona dobra stara vremena,2018,105,"Comedy,Drama",8.6,1622
1913,tt6394432,Landrauschen,Landrauschen,2018,102,Drama,7.0,52
1914,tt6396074,The Mercy of the Jungle,The Mercy of the Jungle,2018,91,"Drama,War",6.4,104
1915,tt6396876,Hail Mary!,Sushi Tushi or How Asia Broke Into American Pro Football,2018,90,Comedy,6.8,15
1916,tt6397196,The Sunday Sessions,The Sunday Sessions,2018,89,"Documentary,Drama",6.7,27
1917,tt6398496,Spell,Spell,2018,87,"Comedy,Drama,Thriller",6.3,107
1918,tt6399814,Freak in the Basement,Freak in the Basement,2018,49,Horror,2.2,25
1919,tt6400166,My Best Friend,Mi mejor amigo,2018,90,"Drama,Romance",6.8,1547
1920,tt6400726,You People,You People,2018,94,"Comedy,Drama",7.6,16
1921,tt6402536,"Friends, Foes & Fireworks","Friends, Foes & Fireworks",2018,75,Drama,6.6,14
1922,tt6404166,Original Sin,Original Sin,2018,75,Comedy,7.2,13
1923,tt6406848,Dublin Oldschool,Dublin Oldschool,2018,95,Drama,6.1,548
1924,tt6408774,Luke & Jo,Luke & Jo,2018,90,Drama,9.4,8
1925,tt6409762,Big Legend,Big Legend,2018,89,"Action,Adventure,Horror",4.5,1644
1926,tt6411590,1985,1985,2018,85,Drama,6.9,1182
1927,tt6411954,Anonymous 616,Anonymous 616,2018,80,"Horror,Thriller",5.3,1233
1928,tt6412452,The Ballad of Buster Scruggs,The Ballad of Buster Scruggs,2018,133,"Comedy,Drama,Musical",7.3,96575
1929,tt6412776,La Era de la Desconexión,La Era de la Desconexión,2018,110,"Action,Adventure,Documentary",8.7,7
1930,tt6413868,The Lost Viking,The Lost Viking,2018,103,"Action,Adventure,History",4.0,219
1931,tt6414890,Eva,Eva,2018,100,"Drama,Romance",4.6,714
1932,tt6415214,Harajuku,Harajuku,2018,83,Drama,7.1,142
1933,tt6415416,Mug,Twarz,2018,91,"Comedy,Drama",6.4,1640
1934,tt6417256,The Misguided,The Misguided,2018,88,"Comedy,Drama",8.0,393
1935,tt6417824,No More Lights in the Sky,No More Lights in the Sky,2018,85,"Drama,Sci-Fi",4.6,47
1936,tt6418778,Fast Color,Fast Color,2018,100,"Drama,Sci-Fi,Thriller",5.8,1718
1937,tt6418918,Little Woods,Little Woods,2018,105,"Crime,Drama,Western",6.1,1301
1938,tt6420312,Innerself,Innerself,2018,93,"Action,Comedy,Musical",8.1,13
1939,tt6421110,Proud Mary,Proud Mary,2018,89,"Action,Crime,Drama",4.9,7200
1940,tt6421118,Alright Now,Songbird,2018,95,Drama,4.0,327
1941,tt6422258,Albanian Gangster,Albanian Gangster,2018,81,"Crime,Drama",8.5,98
1942,tt6423012,The Astronot,The Astronot,2018,72,"Drama,History",6.2,11
1943,tt6423886,Happy Anniversary,Happy Anniversary,2018,78,Comedy,5.7,3157
1944,tt6423998,Killer Unicorn,Killer Unicorn,2018,74,Horror,2.7,110
1945,tt6424188,Betsy,Betsy,2018,81,Horror,3.4,103
1946,tt6424846,Empire Hotel,Hotel Império,2018,82,Drama,6.5,53
1947,tt6426028,Knife+Heart,Un couteau dans le coeur,2018,102,"Drama,Horror,Romance",6.3,2296
1948,tt6428150,High Strung Free Dance,Free Dance,2018,103,"Music,Romance",5.6,120
1949,tt6428844,The Perfect Kiss,The Perfect Kiss,2018,83,Comedy,3.2,61
1950,tt6432868,Up to Snuff,Up to Snuff,2018,80,Documentary,9.4,13
1951,tt6433106,Unlawful Justice,Unlawful Justice,2018,81,"Crime,Drama",7.1,72
1952,tt6433456,Becoming Astrid,Unga Astrid,2018,123,"Biography,Drama",7.1,3250
1953,tt6433832,The Tree of Blood,El árbol de la sangre,2018,130,Drama,6.4,1456
1954,tt6435258,Bethany Hamilton: Unstoppable,Bethany Hamilton: Unstoppable,2018,100,"Documentary,Sport",6.9,118
1955,tt6436666,Wolf,Wolf,2018,85,Drama,4.1,47
1956,tt6437830,Dominee Tienie,Dominee Tienie,2018,94,Drama,7.3,22
1957,tt6438030,Gangsta,Patser,2018,125,"Crime,Thriller",6.6,2127
1958,tt6438398,Tangled Web,Catacombe,2018,92,Drama,5.5,284
1959,tt6443294,Blaze,Blaze,2018,129,"Biography,Drama,Music",6.6,1990
1960,tt6444140,Time Share,Tiempo compartido,2018,96,"Drama,Horror,Mystery",6.0,1677
1961,tt6445278,Dark Buildings (A Crack in the Wall),Las grietas de Jara,2018,94,"Drama,Mystery,Thriller",5.7,237
1962,tt6446550,The Parting Glass,The Parting Glass,2018,95,Drama,5.3,167
1963,tt6450186,I Can Only Imagine,I Can Only Imagine,2018,110,"Biography,Drama,Family",7.4,12135
1964,tt6450428,Baby Girl,The Hurt,2018,92,Thriller,3.6,122
1965,tt6450628,The Revenge of Robert the Doll,The Legend of Robert the Doll,2018,80,Horror,3.0,398
1966,tt6450662,End Trip,End Trip,2018,85,"Horror,Thriller",7.2,657
1967,tt6451260,Paris Pigalle,L'amour est une fête,2018,118,Comedy,5.2,346
1968,tt6452534,In the Quarry,En el pozo,2018,82,Thriller,7.4,50
1969,tt6452574,Sanju,Sanju,2018,155,"Biography,Drama",7.8,42488
1970,tt6453158,Scotch: A Golden Dream,Scotch: A Golden Dream,2018,89,Documentary,7.9,47
1971,tt6456222,Nostalgia,Nostalgia,2018,114,Drama,5.4,842
1972,tt6461828,Sticks and Stones,Brakland,2018,93,Drama,6.0,118
1973,tt6462482,Daddy Issues,Daddy Issues,2018,82,"Comedy,Romance",5.0,6
1974,tt6463468,Beast,Beast,2018,60,"Drama,Mystery",5.7,13
1975,tt6463494,3 Days in Quiberon,3 Tage in Quiberon,2018,115,Drama,6.9,787
1976,tt6465308,Spirou & Fantasio's Big Adventures,Les aventures de Spirou et Fantasio,2018,89,"Adventure,Comedy",3.6,284
1977,tt6465880,My Life Story,My Life Story,2018,96,Musical,7.8,26
1978,tt6465940,Threesomething,Threesomething,2018,75,Comedy,3.5,158
1979,tt6466058,Ask for Jane,Ask for Jane,2018,108,"Drama,History",5.0,127
1980,tt6466464,The Monkey King 3,Xi you ji zhi nü er guo,2018,114,"Action,Adventure,Fantasy",5.4,1020
1981,tt6468814,Touch Chesi Chudu,Touch Chesi Chudu,2018,147,Action,4.9,526
1982,tt6469548,The Head Hunter,The Head Hunter,2018,72,"Fantasy,Horror",5.1,3289
1983,tt6469826,Tempus Tormentum,Tempus Tormentum,2018,81,"Horror,Thriller",3.8,312
1984,tt6470028,Happy Face,Happy Face,2018,100,Drama,7.2,59
1985,tt6470522,Waterlily Jaguar,Waterlily Jaguar,2018,86,Drama,5.5,13
1986,tt6471628,Divide and Conquer: The Story of Roger Ailes,Divide and Conquer: The Story of Roger Ailes,2018,107,Documentary,7.0,304
1987,tt6472116,Bayonet,Bayoneta,2018,101,Drama,5.8,338
1988,tt6473622,Pledges,Pledges,2018,77,"Comedy,Horror",2.7,134
1989,tt6474040,Stockholm,Stockholm,2018,92,"Biography,Comedy,Crime",6.2,5395
1990,tt6476146,Deep Web XXX,Deep Web XXX,2018,76,"Fantasy,Horror,Thriller",3.4,22
1991,tt6479450,In Praise of Action,In Praise of Action,2018,59,Documentary,7.9,13
1992,tt6479534,Miss Baek,Mi-sseu-baek,2018,98,Drama,6.4,563
1993,tt6481190,Het leven is vurrukkulluk,Het leven is vurrukkulluk,2018,94,"Comedy,Romance",5.2,165
1994,tt6483364,Teen Spirit,Teen Spirit,2018,93,"Drama,Music",6.2,5249
1995,tt6485304,Quién te cantará,Quién te cantará,2018,125,"Drama,Music,Mystery",7.0,1653
1996,tt6485776,Golden Slumber,Gol-deun seul-leom-beo,2018,108,"Action,Thriller",5.8,530
1997,tt6485830,Grimsey,Grimsey,2018,70,"Comedy,Drama",5.3,68
1998,tt6485928,The Land of Steady Habits,The Land of Steady Habits,2018,98,"Comedy,Drama",6.2,4772
1999,tt6487296,Hermanos,Hermanos,2018,98,"Comedy,Drama",4.5,15
2000,tt6488870,East of Sweden,Kääntöpiste,2018,104,"Drama,Thriller",6.1,151
2001,tt6490394,Jellyfish,Jellyfish,2018,101,Drama,7.0,323
2002,tt6491178,Dragged Across Concrete,Dragged Across Concrete,2018,159,"Action,Crime,Drama",7.0,23196
2003,tt6492186,The Rainbow Bridge Motel,The Rainbow Bridge Motel,2018,90,"Comedy,Romance",4.4,58
2004,tt6493292,Two for Joy,Two for Joy,2018,90,Drama,6.1,155
2005,tt6494344,A Wizard's Tale,Here Comes the Grump,2018,97,"Adventure,Animation,Comedy",4.7,493
2006,tt6494418,Siberia,Siberia,2018,104,"Crime,Romance,Thriller",4.3,9924
2007,tt6494536,Mantis Nest,Nido de Mantis,2018,118,Drama,8.2,9
2008,tt6495094,Little Women,Little Women,2018,112,"Drama,Family",5.0,725
2009,tt6495388,Like Arrows,Like Arrows,2018,100,Drama,6.3,252
2010,tt6495770,Action Point,Action Point,2018,85,Comedy,5.1,7829
2011,tt6495996,Brutality,Frames of Fear 2,2018,82,Horror,2.4,10
2012,tt6498220,Another Plan from Outer Space,Another Plan from Outer Space,2018,98,"Drama,Sci-Fi,Thriller",5.5,37
2013,tt6498250,In My Father's Hands,In My Father's Hands,2018,76,"Documentary,Drama",7.0,10
2014,tt6498818,Ink & Rain,Ink & Rain,2018,81,"Action,Drama,Fantasy",5.3,6
2015,tt6499248,Bloody Shadow,Bloody Shadow,2018,90,"Drama,Horror,Mystery",7.6,20
2016,tt6499572,BIT X BIT: In Bitcoin We Trust,BIT X BIT: In Bitcoin We Trust,2018,77,Documentary,5.5,10
2017,tt6499694,Rideshare,Rideshare,2018,99,"Horror,Thriller",5.2,738
2018,tt6499752,Upgrade,Upgrade,2018,100,"Action,Horror,Sci-Fi",7.5,117356
2019,tt6502956,Yucatán,Yucatán,2018,129,Comedy,5.4,1219
2020,tt6504538,Danger One,Danger One,2018,101,"Action,Comedy,Crime",7.1,2351
2021,tt6504868,Sadie,Sadie,2018,96,Drama,5.9,304
2022,tt6505182,Cyborgs: Year 0,Cyborgs: Year 0,2018,60,Sci-Fi,8.0,9
2023,tt6506276,Lemonade,Lemonade,2018,88,Drama,6.7,658
2024,tt6507448,Io sono Valentina Nappi,Io sono Valentina Nappi,2018,50,Documentary,7.1,14
2025,tt6509058,Nancy,Nancy,2018,85,"Drama,Mystery",6.2,2010
2026,tt6509330,Blood Paradise,Blood Paradise,2018,84,"Comedy,Horror,Mystery",4.0,128
2027,tt6510332,McQueen,McQueen,2018,111,"Biography,Documentary",7.9,5341
2028,tt6512428,Indivisible,Indivisible,2018,119,"Drama,War",5.6,905
2029,tt6512972,Into the Jungle,Into the Jungle,2018,90,Documentary,9.1,19
2030,tt6513656,Escape Plan 2: Hades,Escape Plan 2: Hades,2018,96,"Action,Crime,Mystery",3.8,22991
2031,tt6514196,Baazaar,Baazaar,2018,137,"Crime,Drama,Thriller",6.6,3815
2032,tt6515458,And Your Bird Can Sing,Kimi no tori wa utaeru,2018,106,Drama,7.1,154
2033,tt6515522,George,George,2018,120,Documentary,9.0,11
2034,tt6516314,Piercing,Piercing,2018,81,"Horror,Mystery,Thriller",5.6,4283
2035,tt6516734,Pettersson und Findus - Findus zieht um,Pettersson und Findus - Findus zieht um,2018,81,"Adventure,Animation,Comedy",5.3,96
2036,tt6518270,An Evening with Beverly Luff Linn,An Evening with Beverly Luff Linn,2018,108,"Comedy,Crime",5.7,2874
2037,tt6520472,Unmarked,Unmarked,2018,65,Drama,7.3,41
2038,tt6520954,Debi,Debi,2018,107,"Drama,Mystery",8.0,2459
2039,tt6521610,We Are Columbine,We Are Columbine,2018,83,Documentary,6.9,153
2040,tt6521776,Open 24 Hours,Open 24 Hours,2018,95,Horror,6.2,94
2041,tt6522084,Rink,Rink,2018,100,"Comedy,Drama",3.6,34
2042,tt6522666,Teddy Pendergrass: If You Don't Know Me,Teddy Pendergrass: If You Don't Know Me,2018,106,"Biography,Documentary",8.0,179
2043,tt6522668,Diamantino,Diamantino,2018,96,"Comedy,Drama,Fantasy",6.3,1435
2044,tt6523720,The Quake,Skjelvet,2018,106,"Action,Drama,Thriller",6.2,6524
2045,tt6524704,Here Be Dragons,Here Be Dragons,2018,70,Horror,7.0,303
2046,tt6525872,The Antique: Secret of the Old Books,Biblia Koshodô no Jiken Techô,2018,121,Mystery,5.5,23
2047,tt6527426,Zero,Zero,2018,164,"Comedy,Drama,Romance",5.5,21364
2048,tt6527586,Close Enemies,Frères ennemis,2018,111,"Drama,Thriller",6.3,767
2049,tt6529772,Never Heard,Never Heard,2018,89,"Drama,Family",5.2,311
2050,tt6531196,Ascharyachakit!,Ascharyachakit!,2018,90,"Drama,Romance",4.9,411
2051,tt6532192,My Beloved Enemy,Un nemico che ti vuole bene,2018,97,"Comedy,Crime",6.2,182
2052,tt6532374,Swimming with Men,Swimming with Men,2018,96,"Comedy,Drama,Romance",6.3,2671
2053,tt6533240,Night Hunter,Nomis,2018,98,"Action,Thriller",5.8,5577
2054,tt6533838,Deep End,Deep End,2018,90,"Drama,Romance,Sport",6.0,9
2055,tt6534422,A Brilliant Monster,A Brilliant Monster,2018,86,Horror,3.9,76
2056,tt6536668,Summer of '67,Summer of '67,2018,83,"Drama,History,Romance",5.0,149
2057,tt6538368,Sakura Guardian in the North,Kita no sakuramori,2018,126,Drama,5.9,33
2058,tt6539470,The Barn,The Barn,2018,90,"Crime,Horror,Mystery",4.4,92
2059,tt6540984,#SquadGoals,#SquadGoals,2018,90,"Drama,Thriller",4.0,377
2060,tt6541512,The Commodore Story,The Commodore Story,2018,120,Documentary,6.0,307
2061,tt6542050,Hot Mess,Hot Mess,2018,90,Comedy,7.6,7
2062,tt6542108,Patrick,Patrick,2018,94,"Comedy,Family,Romance",5.8,2091
2063,tt6543652,Cold War,Zimna wojna,2018,89,"Drama,History,Music",7.6,37393
2064,tt6544318,Antes Que Eu Me Esqueça,Antes Que Eu Me Esqueça,2018,95,"Comedy,Drama",6.8,178
2065,tt6544524,BLINK,Blink,2018,98,Drama,4.5,60
2066,tt6544940,Cowboy's Heart,Coração de Cowboy,2018,120,"Drama,Music",8.3,586
2067,tt6545212,Leera the Soulmate,Leera the Soulmate,2018,104,Animation,9.1,798
2068,tt6547044,Being Frank,You Can Choose Your Family,2018,109,Comedy,5.8,544
2069,tt6547170,Reprisal,Reprisal,2018,89,"Action,Crime,Thriller",4.2,4677
2070,tt6551438,Draußen in meinem Kopf,Draußen in meinem Kopf,2018,99,Drama,6.5,68
2071,tt6556576,Monster Party,Monster Party,2018,89,"Comedy,Horror,Thriller",5.4,2333
2072,tt6557356,The Grand Son,American Pets,2018,78,Thriller,4.5,199
2073,tt6557704,Ultra Low,Ultra Low,2018,117,Drama,8.6,319
2074,tt6557724,Killer Island,Killer Island,2018,86,Thriller,4.5,38
2075,tt6558114,The BBQ,The BBQ,2018,91,Comedy,4.8,228
2076,tt6559390,The Apparition,L'apparition,2018,144,Drama,6.3,964
2077,tt6560406,Circumstances,Circumstances,2018,86,"Crime,Drama",6.8,55
2078,tt6562110,The Crosses,Las cruces,2018,80,Documentary,7.7,20
2079,tt6562628,Cutterhead,Cutterhead,2018,84,Thriller,6.1,718
2080,tt6563862,Formentera Lady,Formentera Lady,2018,85,"Comedy,Drama",5.7,114
2081,tt6564812,RocKabul,RocKabul,2018,77,"Documentary,Music,War",7.7,43
2082,tt6565458,Good Morning,Good Morning,2018,86,"Comedy,Drama",6.1,130
2083,tt6566830,Most Likely to Murder,Most Likely to Murder,2018,90,Comedy,5.1,708
2084,tt6570372,Gags The Clown,Gags The Clown,2018,89,"Comedy,Horror",4.4,226
2085,tt6571274,When She Runs,When She Runs,2018,74,Drama,6.4,77
2086,tt6575280,Mack the Knife - Brecht's Threepenny Film,Dreigroschenfilm,2018,130,Drama,6.8,348
2087,tt6576144,Mask of Thorn,Mask of Thorn,2018,102,Horror,5.1,33
2088,tt6576556,The Silent Revolution,Das schweigende Klassenzimmer,2018,111,"Drama,History",7.5,2485
2089,tt6577798,Humble Politician Nograj,Humble Politician Nograj,2018,149,"Comedy,Drama",7.1,631
2090,tt6578228,Curse of the Witch's Doll,Curse of the Witch's Doll,2018,95,Horror,3.3,322
2091,tt6579888,She Is the Ocean,She Is the Ocean,2018,105,Documentary,8.0,8
2092,tt6580564,102 Not Out,102 Not Out,2018,102,"Comedy,Drama",7.5,5167
2093,tt6587272,Overwhelm the Sky,Overwhelm the Sky,2018,170,Drama,8.5,19
2094,tt6588064,Strategy and Pursuit,Strategy and Pursuit,2018,92,"Drama,Romance,Thriller",7.4,248
2095,tt6588966,Hichki,Hichki,2018,116,"Comedy,Drama",7.5,8055
2096,tt6590856,Pause,Pause,2018,96,Drama,7.3,403
2097,tt6591520,Winning Ticket,Kaikki oikein,2018,86,Comedy,4.6,182
2098,tt6591554,The Storage 2,Varasto 2,2018,100,Comedy,5.6,170
2099,tt6591584,"Happier Times, Grump","Ilosia aikoja, Mielensäpahoittaja",2018,118,"Comedy,Drama",7.3,509
2100,tt6591616,Veljeni vartija,Veljeni vartija,2018,98,"Biography,Drama,Music",4.4,711
2101,tt6591652,Puluboin ja Ponin leffa,Puluboin ja Ponin leffa,2018,71,"Comedy,Family",4.0,49
2102,tt6592124,Mandy the Doll,Mandy the Doll,2018,74,Horror,2.5,159
2103,tt6592296,Stupid Young Heart,Hölmö nuori sydän,2018,102,Drama,6.3,380
2104,tt6593240,A Paris Education,Mes provinciales,2018,137,Drama,6.3,413
2105,tt6593242,Eyes Wide Open,Eyes Wide Open,2018,110,"Action,Mystery,Thriller",4.1,12
2106,tt6594070,The October Flowers,The October Flowers,2018,74,"Mystery,Romance,Thriller",4.7,52
2107,tt6594244,Megan's Christmas Miracle,Megan's Christmas Miracle,2018,87,Family,4.2,8
2108,tt6596418,The Innocent,Der Unschuldige,2018,114,Drama,5.9,120
2109,tt6597246,Back Home,Contromano,2018,103,Comedy,5.6,347
