,tconst,primaryTitle,originalTitle,year,runtimeMinutes,genres,averageRating,numVotes
3949,tt7814598,Irina,Irina,2018,96,Drama,7.0,65
3950,tt7816386,Jawani Phir Nahi Ani 2,Jawani Phir Nahi Ani 2,2018,165,Comedy,7.6,1228
3951,tt7816392,The Bouncer,Lukas,2018,94,"Action,Drama,Thriller",5.9,3625
3952,tt7816596,Above & Beyond: Giving Up the Day Job,Above & Beyond: Giving Up the Day Job,2018,98,"Documentary,Music",8.9,53
3953,tt7816974,Love & Drugs,Love & Drugs,2018,98,Drama,7.8,12
3954,tt7817024,Anna's War,Voyna Anny,2018,74,Drama,7.0,313
3955,tt7817448,Total Dadagiri,Total Dadagiri,2018,130,Romance,5.3,113
3956,tt7817874,The Coronation,The Coronation,2018,60,Documentary,7.8,72
3957,tt7819316,Mystic Journey to India,Mystic Journey to India,2018,96,Documentary,7.4,7
3958,tt7819394,Epidemic,Epidemic,2018,71,Horror,2.6,149
3959,tt7819506,The Reckoning: Hollywood's Worst Kept Secret,The Reckoning: Hollywood's Worst Kept Secret,2018,78,Documentary,7.0,48
3960,tt7819514,Lalpurja,Lalpurja,2018,138,"Drama,Romance",6.4,10
3961,tt7819598,Rajja Rani,Rajja Rani,2018,138,Romance,7.5,22
3962,tt7819668,Lara and the Beat,Lara and the Beat,2018,137,"Drama,Music,Romance",8.3,46
3963,tt7819860,Odds Are,Odds Are,2018,102,Thriller,3.9,221
3964,tt7820280,Connect,Connect,2018,70,Documentary,4.7,85
3965,tt7820526,Rangula Raatnam,Rangula Raatnam,2018,137,Romance,6.1,63
3966,tt7820846,Love Will Take Over,Loveyatri,2018,140,"Drama,Romance",3.0,1745
3967,tt7821192,Good Day's Work,Dobar dan za posao,2018,76,Drama,6.6,28
3968,tt7821898,Singing Loud!,Singing Loud!,2018,120,"Comedy,Musical,Romance",7.0,7
3969,tt7821992,A Time for Making,A Time for Making,2018,58,Documentary,7.7,6
3970,tt7822050,Golden Sting,Zlatý podraz,2018,106,"Drama,Sport",6.1,41
3971,tt7822320,Ek Je Chhilo Raja,Ek Je Chhilo Raja,2018,147,Drama,7.1,536
3972,tt7822440,Kaali,Kaali,2018,131,"Action,Drama",5.0,236
3973,tt7822540,Raa Raa,Raa Raa,2018,144,"Drama,Horror",5.4,19
3974,tt7822622,Onaaigal Jakkiradhai,Onaaigal Jakkiradhai,2018,125,"Drama,Horror",4.2,6
3975,tt7822680,Duke,Duke,2018,16,Drama,7.7,11
3976,tt7823830,Possessed,Possessed,2018,67,"Documentary,Horror",4.9,28
3977,tt7825090,Goliath96,Goliath96,2018,109,Drama,7.1,18
3978,tt7825894,The Human Element,The Human Element,2018,76,Documentary,7.6,37
3979,tt7826276,Profile,Profile,2018,105,"Mystery,Thriller",7.3,282
3980,tt7826518,Grrrl: Beauty Is The Beast,Grrrl: Beauty Is The Beast,2018,69,Documentary,9.2,28
3981,tt7827658,Back to the Good Times,Hua jia da ren zhuan nan hai,2018,119,"Comedy,Drama",5.3,137
3982,tt7827808,Awar Galb,Awar Galb,2018,128,Comedy,7.7,22
3983,tt7827820,Kart Mimori,Kart Mimori,2018,90,Thriller,6.8,5
3984,tt7829490,Exhibition on Screen: Cézanne - Portraits of a Life,Exhibition on Screen: Cézanne - Portraits of a Life,2018,87,Documentary,6.6,37
3985,tt7830428,Trico Tri Happy Halloween,Trico Tri Happy Halloween,2018,89,Family,4.1,148
3986,tt7830584,Dracula in Love,Dracula in Love,2018,83,"Fantasy,Horror",2.1,171
3987,tt7830960,The Eighth Commissioner,Osmi povjerenik,2018,139,"Comedy,Drama,Fantasy",7.1,600
3988,tt7831208,Missing!,Blijf Van Mijn Kind,2018,90,Thriller,3.1,8
3989,tt7831530,Christmas at the Royal Hotel,Christmas at the Royal Hotel,2018,108,"Drama,History,War",7.4,9
3990,tt7831674,Raoul Taburin,Raoul Taburin,2018,89,Comedy,5.9,225
3991,tt7832124,Müslüm,Müslüm,2018,136,"Biography,Drama,Music",8.0,10698
3992,tt7833952,Induced Labor,Talq Senaee,2018,90,"Comedy,Drama",6.4,684
3993,tt7834694,On Borrowed Time,Shabab Sheyab,2018,95,"Comedy,Drama",7.2,156
3994,tt7836694,Unearthed: The Curse of Nephthys,Unearthed: The Curse of Nephthys,2018,76,"Action,Horror,Sci-Fi",6.1,17
3995,tt7838150,The Bangle Seller,Balekempa,2018,108,Drama,6.9,20
3996,tt7838158,Naa Nuvve,Naa Nuvve,2018,125,Romance,4.4,100
3997,tt7838252,K.G.F: Chapter 1,K.G.F: Chapter 1,2018,156,"Action,Drama",8.2,26521
3998,tt7838260,Paddayi,Paddayi,2018,100,"Crime,Drama,Family",7.8,11
3999,tt7838278,Their Remaining Journey,Hui Cai Hong,2018,101,Drama,8.0,26
4000,tt7838494,The Waiter,The Waiter,2018,104,Mystery,6.4,163
4001,tt7839094,De IJslandbende,De IJslandbende,2018,73,Family,7.0,24
4002,tt7839334,What Walaa Wants,What Walaa Wants,2018,89,Documentary,7.0,113
4003,tt7839456,The Prayer,La prière,2018,107,Drama,6.9,768
4004,tt7839574,Vidhi Madhi Ultaa,Vidhi Madhi Ultaa,2018,106,Comedy,6.3,34
4005,tt7841496,Perdida,Perdida,2018,103,"Crime,Drama,Mystery",5.5,2850
4006,tt7842682,Magic Lantern,Magic Lantern,2018,93,Drama,6.6,29
4007,tt7842764,Killer Caregiver,Healing Hands,2018,92,Thriller,5.8,83
4008,tt7843946,Dilan 1990,Dilan 1990,2018,110,Drama,7.4,2598
4009,tt7844164,Lysa Hora,Lysa Hora,2018,83,"Horror,Mystery,Thriller",5.5,40
4010,tt7844166,The Scythian,Skif,2018,105,"Action,Drama,Fantasy",6.2,1712
4011,tt7844450,The World Before Your Feet,The World Before Your Feet,2018,95,Documentary,7.7,409
4012,tt7844518,Bellingcat: Truth in a Post-Truth World,Bellingcat: Truth in a Post-Truth World,2018,88,"Documentary,News",7.5,207
4013,tt7847324,Ali & Cavett: The Tale of the Tapes,Ali & Cavett: The Tale of the Tapes,2018,95,Documentary,8.5,6
4014,tt7847352,French Kisses,French Kisses,2018,116,Drama,6.4,36
4015,tt7848100,Chitthi,Chitthi,2018,102,Comedy,7.6,28
4016,tt7849092,Shaghaltna Arjantenia,Shaghaltna Arjantenia,2018,84,Comedy,6.3,27
4017,tt7850980,Gajinikanth,Gajinikanth,2018,138,"Comedy,Romance",5.3,384
4018,tt7851694,The Pain of Others,The Pain of Others,2018,71,Documentary,5.4,28
4019,tt7851964,Averno,Averno,2018,87,Adventure,5.3,100
4020,tt7852002,The Underdog,The Underdog,2018,102,Animation,7.5,19
4021,tt7852120,Inspector Notty K,Inspector Notty K,2018,147,"Comedy,Romance",5.4,220
4022,tt7852504,One October,One October,2018,80,Documentary,5.7,19
4023,tt7852884,Parázs a szívnek,Parázs a szívnek,2018,94,"Drama,Romance",4.8,49
4024,tt7852910,Madurai Veeran,Madurai Veeran,2018,121,"Action,Drama",6.5,66
4025,tt7852918,Thuppaki Munai,Thuppaki Munai,2018,128,"Action,Thriller",6.3,331
4026,tt7853242,Love Per Square Foot,Love Per Square Foot,2018,133,"Comedy,Romance",7.2,6218
4027,tt7853260,Silukkuvarupatti Singam,Silukkuvarupatti Singam,2018,134,"Comedy,Drama",5.3,312
4028,tt7853268,Echarikkai Idhu Manithargal Nadamadum Idam,Echarikkai Idhu Manithargal Nadamadum Idam,2018,134,"Crime,Drama",6.5,208
4029,tt7853278,Pakka,Pakka,2018,147,"Action,Comedy,Romance",1.5,107
4030,tt7853282,Oru Kuppai Kathai,Oru Kuppai Kathai,2018,135,Drama,6.5,215
4031,tt7853292,Antariksham 9000 kmph,Antariksham 9000 kmph,2018,140,"Adventure,Drama,Sci-Fi",6.1,916
4032,tt7853312,Let Me In 2,Let Me In 2,2018,125,Horror,3.6,15
4033,tt7853540,Pain is Mine,Pain is Mine,2018,13,"Documentary,Music",8.5,8
4034,tt7854040,Hometown - Stories from a Century,Trondheimsreisen,2018,80,"Documentary,History",7.7,67
4035,tt7854174,Njan Marykutty,Njan Marykutty,2018,126,Drama,7.1,393
4036,tt7856166,Sailaja Reddy Alludu,Sailaja Reddy Alludu,2018,147,"Action,Comedy,Drama",5.1,558
4037,tt7856176,Shaadi Teri Bajayenge Hum Band,Shaadi Teri Bajayenge Hum Band,2018,140,Comedy,5.3,166
4038,tt7856196,From Cairo to the Cloud: The World of the Cairo Geniza,From Cairo to the Cloud: The World of the Cairo Geniza,2018,94,Documentary,8.0,5
4039,tt7856386,South Mill District,South Mill District,2018,25,"Horror,Sci-Fi",6.9,35
4040,tt7856404,"1 Dead man, 6 Suspects, $65 Million","1 Dead man, 6 Suspects, $65 Million",2018,50,Mystery,3.7,6
4041,tt7856424,My Own Good,Il bene mio,2018,94,Drama,7.1,83
4042,tt7857658,Seya,Seya,2018,113,"Drama,Horror",5.2,9
4043,tt7857668,Slimoids,Slimoids,2018,50,"Comedy,Horror,Sci-Fi",4.5,13
4044,tt7858278,Rip 2 My Youth,Rip 2 My Youth,2018,51,Documentary,9.2,60
4045,tt7858408,Locos de Amor 2,Locos de Amor 2,2018,104,Musical,5.5,85
4046,tt7858466,The Krays: Dead Man Walking,The Krays: Dead Man Walking,2018,79,"Action,Crime",2.6,167
4047,tt7858616,Luz,Luz,2018,70,"Horror,Mystery,Thriller",5.6,728
4048,tt7858640,Dancing Day,Dancing Day,2018,61,Mystery,7.7,7
4049,tt7858992,The Jazz Ambassadors,The Jazz Ambassadors,2018,90,"Documentary,History",6.8,47
4050,tt7859254,Sidechic Gang,Sidechic Gang,2018,91,Comedy,3.9,14
4051,tt7860270,Pandas,Pandas,2018,42,Documentary,7.4,397
4052,tt7860284,Punjab Singh,Punjab Singh,2018,150,Drama,6.2,18
4053,tt7861446,"To Us, from Us","To Us, from Us",2018,102,Drama,7.2,24
4054,tt7861698,Rocking the Couch,Rocking the Couch,2018,65,Documentary,5.7,36
4055,tt7861970,Mama's Girl,Mama's Girl,2018,105,Drama,8.2,38
4056,tt7862330,Stranger in My Pocket,Cebimdeki Yabanci,2018,95,"Comedy,Drama",7.0,4228
4057,tt7862516,Tri sekundy,Tri sekundy,2018,47,"Documentary,Sport",6.6,13
4058,tt7862550,Who in the Hel Is Ior Bock?,Who in the Hel Is Ior Bock?,2018,67,"Biography,Documentary,History",8.5,8
4059,tt7862842,Ordinary Time,Tempo Comum,2018,64,Drama,5.9,27
4060,tt7862998,Djon Africa,Djon Africa,2018,98,Drama,6.4,172
4061,tt7863080,Maan Jao Naa,Maan Jao Naa,2018,128,"Comedy,Drama,Romance",6.0,69
4062,tt7863198,I Am Losing Weight,Ya khudeyu,2018,102,Comedy,6.5,1489
4063,tt7863894,Chasing Portraits,Chasing Portraits,2018,78,"Documentary,History",8.2,8
4064,tt7865428,Bandits in Search of Mom,Banditi u potrazi za mamom,2018,70,Drama,6.8,32
4065,tt7866188,The Best Thing You Can Do with Your Life,The Best Thing You Can Do with Your Life,2018,93,Documentary,7.4,53
4066,tt7866702,The Story of the Stone,The Story of the Stone,2018,106,Drama,4.0,100
4067,tt7866918,Poisonous Roses,Poisonous Roses,2018,70,Drama,5.5,83
4068,tt7867076,Aapla Manus,Aapla Manus,2018,138,"Drama,Thriller",7.5,353
4069,tt7867270,Gaby Estrella: O Filme,Gaby Estrella: O Filme,2018,94,"Adventure,Comedy,Family",5.1,16
4070,tt7867358,Mulheres Alteradas,Mulheres Alteradas,2018,87,Comedy,5.5,91
4071,tt7869176,Tokyo Living Dead Idol,Tôkyô ribingu deddo aidoru,2018,83,"Action,Horror",6.1,32
4072,tt7870578,Girls vs Gangsters,Gui mi 2,2018,120,"Comedy,Drama",3.1,157
4073,tt7870592,Rise of the Zombie Dolls,Rise of the Zombie Dolls,2018,54,Horror,2.5,19
4074,tt7871636,Deliha 2,Deliha 2,2018,106,Comedy,4.5,1757
4075,tt7871664,Galileo's Thermometer,O Termómetro de Galileu,2018,105,Documentary,5.6,8
4076,tt7872636,St. Nicholas and the Flight Through the Sky,Sinterklaas en de Vlucht door de Lucht,2018,67,Family,6.3,20
4077,tt7873610,The Source Park,The Source Park,2018,90,Documentary,8.7,9
4078,tt7874378,Pitbull: Last Dog,Pitbull. Ostatni pies,2018,124,"Action,Crime,Drama",6.3,968
4079,tt7875464,The Heiresses,Las herederas,2018,98,Drama,6.8,2122
4080,tt7876312,Ceres,Ceres,2018,73,Documentary,7.1,17
4081,tt7877016,An American in Paris: The Musical,An American in Paris: The Musical,2018,160,Musical,8.2,191
4082,tt7877134,La légende,La légende,2018,83,Drama,6.3,6
4083,tt7877276,Milosc jest wszystkim,Milosc jest wszystkim,2018,130,"Comedy,Romance",4.7,94
4084,tt7877982,Eldorado,Eldorado,2018,90,Documentary,7.1,127
4085,tt7878846,The Awakener,O Doutrinador,2018,108,"Action,Crime,Drama",6.5,620
4086,tt7880466,Detective Conan: Zero the Enforcer,Meitantei Conan: Zero no Shikkônin,2018,115,"Action,Adventure,Animation",6.2,924
4087,tt7881542,Happy Phirr Bhag Jayegi,Happy Phirr Bhag Jayegi,2018,136,Comedy,4.5,970
4088,tt7881558,Mercury,Mercury,2018,106,"Horror,Thriller",6.2,774
4089,tt7881954,Grazinti Nepriklausomybe,Grazinti Nepriklausomybe,2018,70,Comedy,6.4,523
4090,tt7882104,The Beachnickers,Os Farofeiros,2018,103,Comedy,6.0,540
4091,tt7883774,Cold Feet,Kalte Füße,2018,110,Comedy,6.2,158
4092,tt7884086,Pareshaan Parinda,Pareshaan Parinda,2018,112,"Action,Romance",7.0,6
4093,tt7885874,Keluarga Cemara,Keluarga Cemara,2018,110,Family,8.0,431
4094,tt7886442,Death Kiss,Death Kiss,2018,87,"Action,Crime,Drama",5.9,1281
4095,tt7886598,"Cirkeline, Coco og det vilde næsehorn","Cirkeline, Coco og det vilde næsehorn",2018,62,"Animation,Family",4.4,7
4096,tt7886614,Cats,Cats and Peachtopia,2018,87,"Adventure,Animation,Comedy",5.0,297
4097,tt7886740,Asehi Ekada Vhave,Asehi Ekada Vhave,2018,119,Drama,6.6,25
4098,tt7886846,Bucket List,Bucket List,2018,150,Family,5.9,404
4099,tt7886854,The Window,The Window,2018,118,"Drama,Mystery",7.2,19
4100,tt7886978,The Camino Voyage,The Camino Voyage,2018,97,Documentary,8.5,40
4101,tt7887514,The Last Fight,The Last Fight,2018,76,Documentary,7.5,49
4102,tt7888070,Treat Me Like Fire,Joueurs,2018,105,Drama,5.6,351
4103,tt7889514,Being Blacker,Being Blacker,2018,90,Documentary,8.1,55
4104,tt7889878,We Bought a Haunted House,We Bought a Haunted House,2018,45,Mystery,3.6,9
4105,tt7889902,Ramkahani,Ramkahani,2018,144,"Comedy,Horror,Romance",6.4,14
4106,tt7890408,The Cannibal Club,O Clube dos Canibais,2018,81,"Comedy,Horror",5.9,439
4107,tt7891470,The Merger,The Merger,2018,103,"Comedy,Drama,Sport",6.3,384
4108,tt7891670,El gran León,El gran León,2018,100,Comedy,6.0,60
4109,tt7892050,Chekka Chivantha Vaanam,Chekka Chivantha Vaanam,2018,146,"Action,Crime,Drama",7.3,4684
4110,tt7892542,20-22 Omega,20-22 Omega,2018,111,Documentary,8.8,5
4111,tt7892706,Jordan Peterson: Truth in the Time of Chaos,Jordan Peterson: Truth in the Time of Chaos,2018,50,Documentary,7.2,17
4112,tt7893992,Amateurs,Amatörer,2018,102,"Comedy,Drama",6.1,450
4113,tt7894140,Avarkkoppam,Avarkkoppam,2018,130,Family,6.2,10
4114,tt7895852,My Own Private Hell,Inferninho,2018,82,"Comedy,Drama",7.2,154
4115,tt7895904,Family Blood,Family Blood,2018,92,"Horror,Thriller",4.2,1879
4116,tt7897088,Sic Transit Gloria,Sic Transit Gloria,2018,101,Drama,8.0,31
4117,tt7897102,O.G.,O.G.,2018,113,Drama,6.2,1688
4118,tt7897122,It's a Hard Truth Ain't It,It's a Hard Truth Ain't It,2018,74,"Animation,Documentary",6.8,221
4119,tt7897150,Gods of Perdition,Gods of Perdition,2018,73,Horror,7.3,12
4120,tt7897276,Aadarei Mang,Aadarei Mang,2018,112,"Drama,Romance",7.0,8
4121,tt7897306,The Lost Strait,Tangeye Abu Ghorayb,2018,93,"Action,Drama,History",6.6,1044
4122,tt7897316,Misunderstanding,Sooe Tafahom,2018,105,"Drama,Mystery,Thriller",5.3,23
4123,tt7897324,Laavaan Phere,Laavaan Phere,2018,124,Comedy,5.4,136
4124,tt7897348,Lottery,Lottery,2018,107,"Drama,Romance,Thriller",5.8,1492
4125,tt7897432,Istanbul Junction,4 Rah Istanbul,2018,99,"Action,Drama,Thriller",5.6,465
4126,tt7897468,The Dark Room,Otaghe Tarik,2018,97,"Drama,Mystery,Romance",5.8,203
4127,tt7897478,Damascus Time,Be Vaghte Sham,2018,113,"Action,Drama,Thriller",5.5,1497
4128,tt7897560,Pilvede all. Neljas õde,Pilvede all. Neljas õde,2018,115,Drama,4.3,44
4129,tt7899242,Premières armes,Premières armes,2018,106,Documentary,7.1,14
4130,tt7899260,Tranquillo,Tranquillo,2018,71,Drama,6.7,13
4131,tt7900528,Let's Not Meet,Let's Not Meet,2018,114,Horror,5.1,684
4132,tt7901140,The Big House,The Big House,2018,119,Documentary,6.7,12
4133,tt7901246,Goodbye... And Goodnight,Goodbye... And Goodnight,2018,70,Documentary,7.4,10
4134,tt7901268,Fortuna,Fortuna,2018,106,"Drama,Romance",6.5,177
4135,tt7901384,Don't Be Embarassed,Khejalat Nakesh,2018,90,"Comedy,Drama",5.4,380
4136,tt7901408,Confiscation,Mosadereh,2018,97,"Comedy,Drama",4.8,1055
4137,tt7901572,Jashne Deltangi,Jashne Deltangi,2018,97,"Drama,Romance",5.0,117
4138,tt7901610,Cold Sweat,Araghe Sard,2018,86,"Drama,Sport",6.1,414
4139,tt7901798,Sheeple,Maghzhaye Koochake Zang Zadeh,2018,103,"Crime,Drama,Thriller",7.7,2080
4140,tt7901824,The Old Road,Jadeh Ghadim,2018,99,Drama,4.5,111
4141,tt7901840,Mahoora,Mahoora,2018,102,"Drama,Romance,War",5.2,53
4142,tt7901864,Amir,Amir,2018,106,Drama,6.3,34
4143,tt7901882,Cypress Under Water,Sarv Zire Ab,2018,105,"Drama,War",5.7,109
4144,tt7902704,Inttelligent,Inttelligent,2018,130,"Action,Drama",2.9,184
4145,tt7903634,Recreo,Recreo,2018,95,"Comedy,Drama,Romance",5.8,103
4146,tt7904074,Hendi & Hormoz,Hendi & Hormoz,2018,90,"Drama,Romance",7.8,41
4147,tt7904228,Busker,Busker,2018,114,Romance,6.7,33
4148,tt7904606,Salam - The First ****** Nobel Laureate,Salam - The First ****** Nobel Laureate,2018,75,Documentary,8.1,193
4149,tt7904918,Packing Heavy,Mochila de plomo,2018,65,"Drama,Mystery",6.2,37
4150,tt7905440,Lost Warrior,Lost Warrior,2018,81,Documentary,6.9,21
4151,tt7905466,They Shall Not Grow Old,They Shall Not Grow Old,2018,99,"Documentary,History,War",8.3,19193
4152,tt7906210,Xuong 13,Xuong 13,2018,82,"Horror,Thriller",5.7,27
4153,tt7906422,El Diesel,El Diesel,2018,90,Action,4.7,210
4154,tt7908092,Ang Dalawang Mrs. Reyes,Ang dalawang Mrs. Reyes,2018,104,Comedy,6.9,87
4155,tt7908792,Hard as Indie,Hard as Indie,2018,92,Documentary,7.1,35
4156,tt7909444,Ága,Ága,2018,96,Drama,7.4,704
4157,tt7910444,Gogol. Viy,Gogol. Viy,2018,100,"Horror,Mystery,Thriller",5.8,941
4158,tt7912470,Deception: Oo Pel Dan Myin,Deception: Oo Pel Dan Myin,2018,88,"Drama,Thriller",8.2,1420
4159,tt7912678,The Great Pretender,The Great Pretender,2018,71,Drama,5.8,88
4160,tt7913172,Grass,Grass,2018,66,Drama,6.8,625
4161,tt7913934,The Matchmaker's Playbook,The Matchmaker's Playbook,2018,89,"Comedy,Romance",6.4,872
4162,tt7913994,Speed Demons,Speed Demons,2018,99,Documentary,5.8,42
4163,tt7914972,Short Cut,Na krátko,2018,103,"Drama,Family",6.2,11
4164,tt7915536,Umut Avcilari,Umut Avcilari,2018,131,Comedy,5.3,26
4165,tt7915554,Bomb: A Love Story,"Bomb, yek asheghaneh",2018,96,"Drama,Romance,War",6.6,1074
4166,tt7915672,The Rare Kind,The Rare Kind,2018,59,Documentary,7.3,10
4167,tt7916122,Kazka pro hroshi,Kazka pro hroshi,2018,100,Fantasy,7.3,10
4168,tt7916674,Karim Mohammed,Karim Mohammed,2018,99,Drama,4.8,24
4169,tt7917484,Write When You Get Work,Write When You Get Work,2018,99,"Comedy,Drama,Romance",5.2,140
4170,tt7917688,"Dykes, Camera, Action!","Dykes, Camera, Action!",2018,58,Documentary,7.7,32
4171,tt7918174,La Promesa,La Promesa,2018,104,Family,1.8,6
4172,tt7918178,Spheres,Spheres,2018,45,Sci-Fi,7.9,34
4173,tt7919372,First Lady,First Lady,2018,96,"Action,Drama",4.8,112
4174,tt7919426,Dawn,Dawn,2018,119,Drama,4.2,41
4175,tt7919598,In the Name of Your Daughter,In the Name of Your Daughter,2018,85,Documentary,8.2,32
4176,tt7919680,Karwaan,Karwaan,2018,114,"Comedy,Drama",7.5,9350
4177,tt7919856,Uqdat el-Khawagah,Uqdat el-Khawagah,2018,93,Comedy,6.7,11
4178,tt7919902,Turbal Rayeh Jay,Turbal Rayeh Jay,2018,104,Comedy,5.4,5
4179,tt7920138,Ghost Mask: Scar,Ghost Mask: Scar,2018,81,"Drama,Mystery,Thriller",5.9,16
4180,tt7921182,Dead Man's Line,Dead Man's Line,2018,98,Documentary,8.8,40
4181,tt7921302,Habbet Caramel,Habbet Caramel,2018,107,Comedy,6.3,65
4182,tt7921992,Cajun Mystery,Cajun Mystery,2018,45,"Comedy,Crime,Horror",4.0,8
4183,tt7923222,La obra secreta,La obra secreta,2018,66,\N,6.6,10
4184,tt7923374,Badang,Badang,2018,105,"Comedy,Fantasy",1.0,684
4185,tt7924042,Hot Knives,Hot Knives,2018,77,Comedy,7.8,8
4186,tt7925066,Hard Paint,Tinta Bruta,2018,118,Drama,6.9,648
4187,tt7925418,Ellen: Die storie van Ellen Pakkies,Ellen: Die storie van Ellen Pakkies,2018,123,Drama,8.6,98
4188,tt7925504,When the War Comes,Az prijde válka,2018,76,Documentary,6.7,109
4189,tt7925800,Fabrizio De André: Principe libero,Fabrizio De André: Principe libero,2018,193,Biography,6.9,433
4190,tt7926238,An Impossibly Small Object,An Impossibly Small Object,2018,100,"Drama,Fantasy",6.5,70
4191,tt7926824,When Obama Loved Osama,When Obama Loved Osama,2018,116,Comedy,5.5,27
4192,tt7926840,Zomboyashchik,Zomboyashchik,2018,62,Comedy,3.1,160
4193,tt7928214,Pour vivre ici,Pour vivre ici,2018,90,Drama,6.3,57
4194,tt7929156,Chris Claremont's X-Men,Chris Claremont's X-Men,2018,71,Documentary,6.0,33
4195,tt7929276,Partisan: Volksbühne am Rosa-Luxemburg-Platz 1992-2017,Partisan: Volksbühne am Rosa-Luxemburg-Platz 1992-2017,2018,130,Documentary,8.0,5
4196,tt7929406,Shut Up and Play the Piano,Shut Up and Play the Piano,2018,82,"Biography,Documentary,Music",7.4,171
4197,tt7929502,Azzurro,Azzurro,2018,90,Romance,6.2,6
4198,tt7930006,House of Deadly Secrets,La maison des secrets,2018,86,Mystery,4.9,446
4199,tt7931968,Narcissister Organ Player,Narcissister Organ Player,2018,91,Documentary,5.3,35
4200,tt7932710,Watan,Watan,2018,52,Documentary,8.3,6
4201,tt7933282,E-Demon,E-Demon,2018,86,"Drama,Horror,Thriller",3.3,202
4202,tt7933484,Vous êtes jeunes vous êtes beaux,Vous êtes jeunes vous êtes beaux,2018,95,Drama,7.1,14
4203,tt7933544,The Chaotic Life of Nada Kadic,Kaoticni Zivot Nade Kadic,2018,85,"Comedy,Drama",6.6,60
4204,tt7933564,Vanjagar Ulagam,Vanjagar Ulagam,2018,161,"Action,Crime,Drama",6.1,183
4205,tt7934080,Refuge,Onderkomen,2018,67,Documentary,6.0,5
4206,tt7935328,Mr. & Mrs. Cruz,Mr. & Mrs. Cruz,2018,116,Drama,7.5,47
4207,tt7935892,The Oscar Nominated Short Films 2018: Live Action,The Oscar Nominated Short Films 2018: Live Action,2018,96,Action,7.9,191
4208,tt7935980,The House Where the Mermaid Sleeps,Ningyo no nemuru ie,2018,120,Drama,6.6,103
4209,tt7937392,Connected: Echosynthetic Fest,Connected: Echosynthetic Fest,2018,62,Documentary,8.3,9
4210,tt7937594,Der Film verlässt das Kino: Vom Kübelkind-Experiment und anderen Utopien,Der Film verlässt das Kino: Vom Kübelkind-Experiment und anderen Utopien,2018,90,Documentary,6.8,6
4211,tt7937758,Wherever You Are,Wherever You Are,2018,101,Drama,6.5,8
4212,tt7937990,Voodoo Apocalypse,Apocalipsis Voodoo,2018,95,"Action,Comedy,Fantasy",7.8,31
4213,tt7938092,On Your Wedding Day,Neo-eui kyeol-hoon-sik,2018,110,Romance,6.8,1144
4214,tt7938128,The Soul-Mate,The Soul-Mate,2018,97,"Comedy,Fantasy",5.8,202
4215,tt7938178,Transparent World,Transparent World,2018,82,Documentary,6.7,7
4216,tt7938336,Tagaru,Tagaru,2018,129,Action,8.0,931
4217,tt7938400,Love in 7 Days,Saat Din Mohabbat In,2018,138,"Comedy,Fantasy,Romance",5.0,628
4218,tt7938444,Sandakozhi 2,Sandakozhi 2,2018,155,"Action,Drama",5.2,589
4219,tt7938478,The Silk and the Flame,The Silk and the Flame,2018,87,Documentary,7.5,57
4220,tt7938498,Grande Punto,Grande Punto,2018,85,Comedy,4.1,11
4221,tt7938790,Super November,Super November,2018,77,"Comedy,Drama",8.2,67
4222,tt7939116,Claudia touched by the moon,Claudia touched by the moon,2018,65,"Documentary,Drama",7.4,18
4223,tt7939266,Mountebank,Mountebank,2018,51,"Action,Crime,Drama",7.5,11
4224,tt7940122,Si saben cómo me pongo ¿pa' qué me invitan?,Si saben cómo me pongo ¿pa' qué me invitan?,2018,90,Comedy,4.7,155
4225,tt7941422,Among Them,Among Them,2018,89,Thriller,7.1,15
4226,tt7941444,Papers X,Papers X,2018,68,Action,7.8,13
4227,tt7941612,Marcianos vs. Mexicanos,Marcianos Contra Mexicanos,2018,90,"Animation,Comedy",3.5,110
4228,tt7941892,Gekijôban Shingeki no Kyojin Season 2: Kakusei no hôkô,Gekijôban Shingeki no Kyojin Season 2: Kakusei no hôkô,2018,120,"Action,Animation,Fantasy",7.8,498
4229,tt7942044,Young Solitude,Premières solitudes,2018,100,Documentary,6.4,55
4230,tt7942696,Game Girls,Game Girls,2018,90,Documentary,6.9,25
4231,tt7942708,KL Special Force,KL Special Force,2018,106,Action,6.8,413
4232,tt7942742,Her Smell,Her Smell,2018,134,"Drama,Music",6.2,2202
4233,tt7943040,Savarakathi,Savarakathi,2018,114,"Comedy,Drama",7.2,373
4234,tt7943162,Sema,Semma,2018,123,"Comedy,Drama",4.9,101
4235,tt7943248,Marilyn,Marilyn,2018,79,Drama,6.7,177
4236,tt7943328,Panjumittai,Panjumittai,2018,140,"Comedy,Fantasy",4.8,31
4237,tt7943504,Intimate Strangers,Intimidade Entre Estranhos,2018,111,Drama,6.6,70
4238,tt7943580,Mannar Vagaiyara,Mannar Vagaiyara,2018,160,"Action,Comedy",5.4,92
4239,tt7945360,GameChangers: Dreams of BlizzCon,GameChangers: Dreams of BlizzCon,2018,91,Documentary,8.2,123
4240,tt7945396,Un homme est mort,Un homme est mort,2018,66,"Animation,Drama",6.7,63
4241,tt7945440,The Lie,Between Earth and Sky,2018,97,"Drama,Horror,Mystery",6.3,54
4242,tt7945822,Dangerous Matrimony,Dangerous Matrimony,2018,82,"Crime,Drama,Mystery",5.1,197
4243,tt7946114,Summer of My Discontent,Summer of My Discontent,2018,75,Drama,6.3,6
